month,partner,industrial production,industrial production_millions,log_industrial production_millions,IIP,log_IIP,,,raw,check (col. c - col. m),,industrial production_millions,check (col. d - col. m),,log_industrial production_millions,check (col. e - col. q)
2000M01,IDN,15758157312,15758.15731,9.665113435,0.456217489,-0.784785635,,,"15,758,157,312",0,,15758.15731,0,,9.665113435,0
2000M02,IDN,20417383934,20417.38393,9.924141971,0.591107668,-0.525757099,,,"20,417,383,934",0,,20417.38393,0,,9.924141971,0
2000M03,IDN,20191003984,20191.00398,9.912992437,0.584553698,-0.536906633,,,"20,191,003,984",0,,20191.00398,0,,9.912992437,0
2000M04,IDN,19636509929,19636.50993,9.885145864,0.568500432,-0.564753205,,,"19,636,509,929",0,,19636.50993,0,,9.885145864,0
2000M05,IDN,20814577774,20814.57777,9.943408875,0.602606904,-0.506490195,,,"20,814,577,774",0,,20814.57777,0,,9.943408875,0
2000M06,IDN,20599563546,20599.56355,9.933025167,0.596381986,-0.516873902,,,"20,599,563,546",0,,20599.56355,0,,9.933025167,0
2000M07,IDN,20797678021,20797.67802,9.942596626,0.602117636,-0.507302443,,,"20,797,678,021",0,,20797.67802,0,,9.942596626,0
2000M08,IDN,21358177769,21358.17777,9.969189979,0.618344774,-0.48070909,,,"21,358,177,769",0,,21358.17777,0,,9.969189979,0
2000M09,IDN,21256543422,21256.54342,9.964420053,0.615402338,-0.485479017,,,"21,256,543,422",0,,21256.54342,0,,9.964420053,0
2000M10,IDN,21218096811,21218.09681,9.96260972,0.614289263,-0.48728935,,,"21,218,096,811",0,,21218.09681,0,,9.96260972,0
2000M11,IDN,21608987765,21608.98776,9.980864607,0.625606023,-0.469034462,,,"21,608,987,765",0,,21608.98776,0,,9.980864607,0
2000M12,IDN,19955389087,19955.38909,9.901254515,0.577732365,-0.548644554,,,"19,955,389,087",0,,19955.38909,0,,9.901254515,0
2001M01,IDN,20978346453,20978.34645,9.951246063,0.607348203,-0.498653006,,,"20,978,346,453",0,,20978.34645,0,,9.951246063,0
2001M02,IDN,21681075858,21681.07586,9.984195079,0.62769306,-0.46570399,,,"21,681,075,858",0,,21681.07586,0,,9.984195079,0
2001M03,IDN,21108381510,21108.38151,9.957425469,0.611112874,-0.492473601,,,"21,108,381,510",0,,21108.38151,0,,9.957425469,0
2001M04,IDN,21593773069,21593.77307,9.980160268,0.62516554,-0.469738801,,,"21,593,773,069",0,,21593.77307,0,,9.980160268,0
2001M05,IDN,21929984550,21929.98455,9.995610137,0.634899264,-0.454288932,,,"21,929,984,550",0,,21929.98455,0,,9.995610137,0
2001M06,IDN,21977330270,21977.33027,9.997766759,0.636269979,-0.45213231,,,"21,977,330,270",0,,21977.33027,0,,9.997766759,0
2001M07,IDN,21421085548,21421.08555,9.972131022,0.62016603,-0.477768047,,,"21,421,085,548",0,,21421.08555,0,,9.972131022,0
2001M08,IDN,21706484395,21706.4844,9.985366315,0.628428667,-0.464532754,,,"21,706,484,395",0,,21706.4844,0,,9.985366315,0
2001M09,IDN,21323910884,21323.91088,9.967584299,0.617352707,-0.482314771,,,"21,323,910,884",0,,21323.91088,0,,9.967584299,0
2001M10,IDN,21583365998,21583.366,9.979678204,0.624864243,-0.470220865,,,"21,583,365,998",0,,21583.366,0,,9.979678204,0
2001M11,IDN,21666241212,21666.24121,9.983510624,0.627263579,-0.466388446,,,"21,666,241,212",0,,21666.24121,0,,9.983510624,0
2001M12,IDN,17594827223,17594.82722,9.77536023,0.509391278,-0.674538839,,,"17,594,827,223",0,,17594.82722,0,,9.77536023,0
2002M01,IDN,21564682301,21564.6823,9.978812177,0.624323327,-0.471086892,,,"21,564,682,301",0,,21564.6823,0,,9.978812177,0
2002M02,IDN,20277833127,20277.83313,9.917283604,0.587067506,-0.532615465,,,"20,277,833,127",0,,20277.83313,0,,9.917283604,0
2002M03,IDN,21033254342,21033.25434,9.953860004,0.608937852,-0.496039065,,,"21,033,254,342",0,,21033.25434,0,,9.953860004,0
2002M04,IDN,23208118872,23208.11887,10.05225745,0.67190278,-0.397641621,,,"23,208,118,872",0,,23208.11887,0,,10.05225745,0
2002M05,IDN,22383858679,22383.85868,10.01609538,0.648039462,-0.433803686,,,"22,383,858,679",0,,22383.85868,0,,10.01609538,0
2002M06,IDN,22155791675,22155.79167,10.00585422,0.64143665,-0.444044853,,,"22,155,791,675",0,,22155.79167,0,,10.00585422,0
2002M07,IDN,22707253421,22707.25342,10.03043969,0.657402127,-0.419459383,,,"22,707,253,421",0,,22707.25342,0,,10.03043969,0
2002M08,IDN,22564182948,22564.18295,10.0241191,0.653260066,-0.425779966,,,"22,564,182,948",0,,22564.18295,0,,10.0241191,0
2002M09,IDN,22301176715,22301.17672,10.01239472,0.645645721,-0.437504345,,,"22,301,176,715",0,,22301.17672,0,,10.01239472,0
2002M10,IDN,22665384794,22665.38479,10.02859414,0.65618998,-0.421304929,,,"22,665,384,794",0,,22665.38479,0,,10.02859414,0
2002M11,IDN,23251366238,23251.36624,10.05411917,0.673154843,-0.395779897,,,"23,251,366,238",0,,23251.36624,0,,10.05411917,0
2002M12,IDN,18578952150,18578.95215,9.829784614,0.537882871,-0.620114455,,,"18,578,952,150",0,,18578.95215,0,,9.829784614,0
2003M01,IDN,22918305340,22918.30534,10.03969123,0.663512332,-0.410207839,,,"22,918,305,340.40",0,,22918.30534,0,,10.03969123,0
2003M02,IDN,23322881160,23322.88116,10.05719018,0.675225286,-0.392708887,,,"23,322,881,160.10",0,,23322.88116,0,,10.05719018,0
2003M03,IDN,23732789448,23732.78945,10.07461289,0.68709262,-0.375286177,,,"23,732,789,448.49",0,,23732.78945,0,,10.07461289,0
2003M04,IDN,23042974305,23042.9743,10.0451162,0.667121647,-0.40478287,,,"23,042,974,304.84",0,,23042.9743,0,,10.0451162,0
2003M05,IDN,22601188099,22601.1881,10.02575775,0.654331409,-0.424141315,,,"22,601,188,099.04",0,,22601.1881,0,,10.02575775,0
2003M06,IDN,23458292626,23458.29263,10.06297934,0.679145609,-0.386919728,,,"23,458,292,625.73",0,,23458.29263,0,,10.06297934,0
2003M07,IDN,23485379550,23485.37955,10.06413336,0.679929808,-0.385765709,,,"23,485,379,549.86",0,,23485.37955,0,,10.06413336,0
2003M08,IDN,23224133841,23224.13384,10.05294727,0.672366433,-0.3969518,,,"23,224,133,841.33",0,,23224.13384,0,,10.05294727,0
2003M09,IDN,23547604779,23547.60478,10.06677939,0.681731303,-0.383119683,,,"23,547,604,779.32",0,,23547.60478,0,,10.06677939,0
2003M10,IDN,23241422670,23241.42267,10.05369143,0.672866965,-0.396207644,,,"23,241,422,670.45",0,,23241.42267,0,,10.05369143,0
2003M11,IDN,20311889499,20311.8895,9.918961683,0.588053478,-0.530937386,,,"20,311,889,499.28",0,,20311.8895,0,,9.918961683,0
2003M12,IDN,24635070861,24635.07086,10.11192635,0.713214746,-0.337972718,,,"24,635,070,860.59",0,,24635.07086,0,,10.11192635,0
2004M01,IDN,24435952197,24435.9522,10.10381078,0.707450022,-0.346088292,,,"24,435,952,196.55",0,,24435.9522,0,,10.10381078,0
2004M02,IDN,23095054656,23095.05466,10.04737379,0.668629436,-0.40252528,,,"23,095,054,655.66",0,,23095.05466,0,,10.04737379,0
2004M03,IDN,23541916908,23541.91691,10.06653781,0.681566632,-0.38336126,,,"23,541,916,908.40",0,,23541.91691,0,,10.06653781,0
2004M04,IDN,23652641395,23652.64139,10.07123007,0.684772238,-0.378668995,,,"23,652,641,394.68",0,,23652.64139,0,,10.07123007,0
2004M05,IDN,23458871371,23458.87137,10.06300401,0.679162365,-0.386895057,,,"23,458,871,371.19",0,,23458.87137,0,,10.06300401,0
2004M06,IDN,23458550578,23458.55058,10.06299034,0.679153077,-0.386908731,,,"23,458,550,578.04",0,,23458.55058,0,,10.06299034,0
2004M07,IDN,24001284698,24001.2847,10.08586264,0.694865879,-0.364036432,,,"24,001,284,698.35",0,,24001.2847,0,,10.08586264,0
2004M08,IDN,24116986242,24116.98624,10.09067169,0.698215577,-0.359227375,,,"24,116,986,241.73",0,,24116.98624,0,,10.09067169,0
2004M09,IDN,24582664190,24582.66419,10.10979677,0.71169751,-0.340102303,,,"24,582,664,190.38",0,,24582.66419,0,,10.10979677,0
2004M10,IDN,25391186146,25391.18615,10.14215739,0.735105187,-0.307741678,,,"25,391,186,146.32",0,,25391.18615,0,,10.14215739,0
2004M11,IDN,21645272151,21645.27215,9.982542333,0.6266565,-0.467356736,,,"21,645,272,150.65",0,,21645.27215,0,,9.982542333,0
2004M12,IDN,25153166594,25153.16659,10.13273908,0.728214236,-0.317159993,,,"25,153,166,593.51",0,,25153.16659,0,,10.13273908,0
2005M01,IDN,24757450019,24757.45002,10.11688173,0.716757769,-0.333017336,,,"24,757,450,019",0,,24757.45002,0,,10.11688173,0
2005M02,IDN,25345544930,25345.54493,10.14035825,0.733783819,-0.309540818,,,"25,345,544,930",0,,25345.54493,0,,10.14035825,0
2005M03,IDN,25296789761,25296.78976,10.13843278,0.732372299,-0.311466289,,,"25,296,789,761",0,,25296.78976,0,,10.13843278,0
2005M04,IDN,24397037543,24397.03754,10.10221699,0.706323397,-0.347682078,,,"24,397,037,543",0,,24397.03754,0,,10.10221699,0
2005M05,IDN,24614364754,24614.36475,10.11108548,0.712615279,-0.338813585,,,"24,614,364,754",0,,24614.36475,0,,10.11108548,0
2005M06,IDN,24242347044,24242.34704,10.09585626,0.701844922,-0.354042809,,,"24,242,347,044",0,,24242.34704,0,,10.09585626,0
2005M07,IDN,23900010223,23900.01022,10.08163417,0.691933862,-0.368264904,,,"23,900,010,223",0,,23900.01022,0,,10.08163417,0
2005M08,IDN,24619492817,24619.49282,10.1112938,0.712763743,-0.33860527,,,"24,619,492,817",0,,24619.49282,0,,10.1112938,0
2005M09,IDN,24308139975,24308.13997,10.09856655,0.703749706,-0.351332518,,,"24,308,139,975",0,,24308.13997,0,,10.09856655,0
2005M10,IDN,24210464767,24210.46477,10.09454025,0.700921892,-0.355358822,,,"24,210,464,767",0,,24210.46477,0,,10.09454025,0
2005M11,IDN,21775246705,21775.2467,9.988529131,0.630419418,-0.461369938,,,"21,775,246,705",0,,21775.2467,0,,9.988529131,0
2005M12,IDN,23052296652,23052.29665,10.04552068,0.667391541,-0.404378388,,,"23,052,296,652",0,,23052.29665,0,,10.04552068,0
2006M01,IDN,23080126420,23080.12642,10.0467272,0.668197246,-0.403171871,,,"23,080,126,420",0,,23080.12642,0,,10.0467272,0
2006M02,IDN,23329959965,23329.95997,10.05749365,0.675430226,-0.39240542,,,"23,329,959,965",0,,23329.95997,0,,10.05749365,0
2006M03,IDN,22916924252,22916.92425,10.03963097,0.663472348,-0.410268102,,,"22,916,924,252",0,,22916.92425,0,,10.03963097,0
2006M04,IDN,23328232106,23328.23211,10.05741958,0.675380202,-0.392479485,,,"23,328,232,106",0,,23328.23211,0,,10.05741958,0
2006M05,IDN,23608879432,23608.87943,10.06937817,0.683505277,-0.380520902,,,"23,608,879,432",0,,23608.87943,0,,10.06937817,0
2006M06,IDN,24063154904,24063.1549,10.08843711,0.696657095,-0.361461962,,,"24,063,154,904",0,,24063.1549,0,,10.08843711,0
2006M07,IDN,24100261665,24100.26167,10.08997798,0.69773138,-0.359921092,,,"24,100,261,665",0,,24100.26167,0,,10.08997798,0
2006M08,IDN,23972739521,23972.73952,10.08467261,0.694039462,-0.365226459,,,"23,972,739,521",0,,23972.73952,0,,10.08467261,0
2006M09,IDN,24782329149,24782.32915,10.11788614,0.717478049,-0.332012925,,,"24,782,329,149",0,,24782.32915,0,,10.11788614,0
2006M10,IDN,22217136328,22217.13633,10.00861918,0.643212651,-0.441279892,,,"22,217,136,328",0,,22217.13633,0,,10.00861918,0
2006M11,IDN,24854176414,24854.17641,10.12078108,0.719558113,-0.329117987,,,"24,854,176,414",0,,24854.17641,0,,10.12078108,0
2006M12,IDN,25461580375,25461.58038,10.14492594,0.737143184,-0.304973126,,,"25,461,580,375",0,,25461.58038,0,,10.14492594,0
2007M01,IDN,24995964519,24995.96452,10.12646967,0.723663048,-0.323429398,,,"24,995,964,519",0,,24995.96452,0,,10.12646967,0
2007M02,IDN,23965824161,23965.82416,10.0843841,0.693839254,-0.365514968,,,"23,965,824,161",0,,23965.82416,0,,10.0843841,0
2007M03,IDN,25087356576,25087.35658,10.13011928,0.726308958,-0.319779793,,,"25,087,356,576",0,,25087.35658,0,,10.13011928,0
2007M04,IDN,25245960357,25245.96036,10.13642144,0.730900727,-0.313477633,,,"25,245,960,357",0,,25245.96036,0,,10.13642144,0
2007M05,IDN,25061418069,25061.41807,10.12908481,0.725558007,-0.320814255,,,"25,061,418,069",0,,25061.41807,0,,10.12908481,0
2007M06,IDN,25226369478,25226.36948,10.13564513,0.730333547,-0.314253935,,,"25,226,369,478",0,,25226.36948,0,,10.13564513,0
2007M07,IDN,25321547032,25321.54703,10.13941097,0.733089051,-0.310488096,,,"25,321,547,032",0,,25321.54703,0,,10.13941097,0
2007M08,IDN,25259055610,25259.05561,10.13694001,0.73127985,-0.312959061,,,"25,259,055,610",0,,25259.05561,0,,10.13694001,0
2007M09,IDN,25660871647,25660.87165,10.15272261,0.742912905,-0.297176462,,,"25,660,871,647",0,,25660.87165,0,,10.15272261,0
2007M10,IDN,23724774504,23724.7745,10.07427512,0.686860578,-0.37562395,,,"23,724,774,504",0,,23724.7745,0,,10.07427512,0
2007M11,IDN,25895099233,25895.09923,10.16180901,0.749694073,-0.288090058,,,"25,895,099,233",0,,25895.09923,0,,10.16180901,0
2007M12,IDN,26272978505,26272.97851,10.17629626,0.76063413,-0.273602812,,,"26,272,978,505",0,,26272.97851,0,,10.17629626,0
2008M01,IDN,26402889828,26402.88983,10.18122875,0.764395218,-0.268670323,,,"26,402,889,828",0,,26402.88983,0,,10.18122875,0
2008M02,IDN,26068259451,26068.25945,10.16847374,0.754707268,-0.281425329,,,"26,068,259,451",0,,26068.25945,0,,10.16847374,0
2008M03,IDN,25632877002,25632.877,10.15163106,0.742102426,-0.298268005,,,"25,632,877,002",0,,25632.877,0,,10.15163106,0
2008M04,IDN,25912040500,25912.0405,10.16246302,0.750184543,-0.287436045,,,"25,912,040,500",0,,25912.0405,0,,10.16246302,0
2008M05,IDN,25975932903,25975.9329,10.16492573,0.752034304,-0.284973339,,,"25,975,932,903",0,,25975.9329,0,,10.16492573,0
2008M06,IDN,25731844585,25731.84459,10.15548459,0.744967656,-0.294414476,,,"25,731,844,585",0,,25731.84459,0,,10.15548459,0
2008M07,IDN,26057507943,26057.50794,10.16806122,0.754395999,-0.281837851,,,"26,057,507,943",0,,26057.50794,0,,10.16806122,0
2008M08,IDN,26158500974,26158.50097,10.1719295,0.757319868,-0.277969568,,,"26,158,500,974",0,,26158.50097,0,,10.1719295,0
2008M09,IDN,25782152499,25782.1525,10.15743777,0.74642413,-0.292461301,,,"25,782,152,499",0,,25782.1525,0,,10.15743777,0
2008M10,IDN,25369646455,25369.64646,10.14130872,0.734481587,-0.308590352,,,"25,369,646,455",0,,25369.64646,0,,10.14130872,0
2008M11,IDN,25988199721,25988.19972,10.16539786,0.752389443,-0.284501212,,,"25,988,199,721",0,,25988.19972,0,,10.16539786,0
2008M12,IDN,25777703362,25777.70336,10.15726519,0.746295322,-0.292633883,,,"25,777,703,362",0,,25777.70336,0,,10.15726519,0
2009M01,IDN,25833938609,25833.93861,10.15944436,0.7479234,-0.290454713,,,"25,833,938,609",0,,25833.93861,0,,10.15944436,0
2009M02,IDN,26195214277,26195.21428,10.17333201,0.758382762,-0.276567057,,,"26,195,214,277",0,,26195.21428,0,,10.17333201,0
2009M03,IDN,25904501875,25904.50188,10.16217205,0.749966291,-0.287727019,,,"25,904,501,875",0,,25904.50188,0,,10.16217205,0
2009M04,IDN,26059408174,26059.40817,10.16813414,0.754451013,-0.281764929,,,"26,059,408,174",0,,26059.40817,0,,10.16813414,0
2009M05,IDN,25901531604,25901.5316,10.16205738,0.749880298,-0.287841688,,,"25,901,531,604",0,,25901.5316,0,,10.16205738,0
2009M06,IDN,25798936372,25798.93637,10.15808854,0.746910043,-0.291810525,,,"25,798,936,372",0,,25798.93637,0,,10.15808854,0
2009M07,IDN,26010167693,26010.16769,10.16624281,0.753025442,-0.283656264,,,"26,010,167,693",0,,26010.16769,0,,10.16624281,0
2009M08,IDN,26556560164,26556.56016,10.18703208,0.768844158,-0.262866986,,,"26,556,560,164",0,,26556.56016,0,,10.18703208,0
2009M09,IDN,26066092344,26066.09234,10.1683906,0.754644528,-0.281508465,,,"26,066,092,344",0,,26066.09234,0,,10.1683906,0
2009M10,IDN,26664144631,26664.14463,10.19107504,0.771958857,-0.258824025,,,"26,664,144,631",0,,26664.14463,0,,10.19107504,0
2009M11,IDN,26922937095,26922.93709,10.20073388,0.779451208,-0.249165187,,,"26,922,937,095",0,,26922.93709,0,,10.20073388,0
2009M12,IDN,26650482000,26650.482,10.19056252,0.771563307,-0.259336553,,,"26,650,482,000",0,,26650.482,0,,10.19056252,0
2010M01,IDN,26916505729,26916.50573,10.20049497,0.779265012,-0.249404096,,,"26,916,505,729",0,,26916.50573,0,,10.20049497,0
2010M02,IDN,27466283478,27466.28348,10.22071448,0.795181735,-0.229184593,,,"27,466,283,478",0,,27466.28348,0,,10.22071448,0
2010M03,IDN,28136728322,28136.72832,10.24483106,0.814591914,-0.20506801,,,"28,136,728,322",0,,28136.72832,0,,10.24483106,0
2010M04,IDN,28057749308,28057.74931,10.24202014,0.812305378,-0.207878929,,,"28,057,749,308",0,,28057.74931,0,,10.24202014,0
2010M05,IDN,27485155273,27485.15527,10.22140133,0.795728096,-0.22849774,,,"27,485,155,273",0,,27485.15527,0,,10.22140133,0
2010M06,IDN,28222037625,28222.03762,10.24785843,0.817061721,-0.202040642,,,"28,222,037,625",0,,28222.03762,0,,10.24785843,0
2010M07,IDN,26995562929,26995.56293,10.2034278,0.781553812,-0.246471274,,,"26,995,562,929",0,,26995.56293,0,,10.2034278,0
2010M08,IDN,27453806562,27453.80656,10.22026011,0.794820513,-0.229638959,,,"27,453,806,562",0,,27453.80656,0,,10.22026011,0
2010M09,IDN,25265946248,25265.94625,10.13721277,0.731479342,-0.312686299,,,"25,265,946,248",0,,25265.94625,0,,10.13721277,0
2010M10,IDN,27130415651,27130.41565,10.20841073,0.78545796,-0.241488343,,,"27,130,415,651",0,,27130.41565,0,,10.20841073,0
2010M11,IDN,27830008799,27830.0088,10.23387017,0.805712018,-0.216028898,,,"27,830,008,799",0,,27830.0088,0,,10.23387017,0
2010M12,IDN,27880194007,27880.19401,10.23567182,0.80716494,-0.214227246,,,"27,880,194,007",0,,27880.19401,0,,10.23567182,0
2011M01,IDN,28214366370,28214.36637,10.24758657,0.816839629,-0.202312496,,,"28,214,366,370",0,,28214.36637,0,,10.24758657,0
2011M02,IDN,27575676761,27575.67676,10.22468939,0.798348801,-0.225209683,,,"27,575,676,761",0,,27575.67676,0,,10.22468939,0
2011M03,IDN,29328240947,29328.24095,10.28630619,0.849087629,-0.163592883,,,"29,328,240,947",0,,29328.24095,0,,10.28630619,0
2011M04,IDN,28233936287,28233.93629,10.24827995,0.817406201,-0.201619121,,,"28,233,936,287",0,,28233.93629,0,,10.24827995,0
2011M05,IDN,28680243694,28680.24369,10.26396379,0.830327334,-0.185935278,,,"28,680,243,694",0,,28680.24369,0,,10.26396379,0
2011M06,IDN,28918617301,28918.6173,10.27224086,0.837228535,-0.177658205,,,"28,918,617,301",0,,28918.6173,0,,10.27224086,0
2011M07,IDN,29368062061,29368.06206,10.28766304,0.850240498,-0.162236031,,,"29,368,062,061",0,,29368.06206,0,,10.28766304,0
2011M08,IDN,28210737029,28210.73703,10.24745793,0.816734555,-0.202441139,,,"28,210,737,029",0,,28210.73703,0,,10.24745793,0
2011M09,IDN,28597931727,28597.93173,10.26108968,0.827944304,-0.188809392,,,"28,597,931,726",-1,,28597.93173,0,,10.26108968,0
2011M10,IDN,28911805539,28911.80554,10.27200529,0.837031326,-0.177893782,,,"28,911,805,539",0,,28911.80554,0,,10.27200529,0
2011M11,IDN,27742379179,27742.37918,10.23071646,0.803175035,-0.219182612,,,"27,742,379,179",0,,27742.37918,0,,10.23071646,0
2011M12,IDN,28341724918,28341.72492,10.25209038,0.820526811,-0.197808693,,,"28,341,724,918",0,,28341.72492,0,,10.25209038,0
2012M01,IDN,28408478728,28408.47873,10.25444293,0.822459414,-0.195456143,,,"28,408,478,728",0,,28408.47873,0,,10.25444293,0
2012M02,IDN,29648084775,29648.08478,10.29715281,0.85834749,-0.152746261,,,"29,648,084,775",0,,29648.08478,0,,10.29715281,0
2012M03,IDN,28358029836,28358.02984,10.25266551,0.820998858,-0.197233561,,,"28,358,029,836",0,,28358.02984,0,,10.25266551,0
2012M04,IDN,28540006531,28540.00653,10.25906212,0.826267301,-0.190836949,,,"28,540,006,531",0,,28540.00653,0,,10.25906212,0
2012M05,IDN,29390749784,29390.74978,10.28843527,0.850897334,-0.161463799,,,"29,390,749,784",0,,29390.74978,0,,10.28843527,0
2012M06,IDN,29706030698,29706.0307,10.29910536,0.860025094,-0.150793711,,,"29,706,030,698",0,,29706.0307,0,,10.29910536,0
2012M07,IDN,29981450271,29981.45027,10.30833415,0.86799882,-0.141564924,,,"29,981,450,271",0,,29981.45027,0,,10.30833415,0
2012M08,IDN,27752004336,27752.00434,10.23106334,0.803453695,-0.218835724,,,"27,752,004,336",0,,27752.00434,0,,10.23106334,0
2012M09,IDN,30059845717,30059.84572,10.31094553,0.870268462,-0.138953538,,,"30,059,845,717",0,,30059.84572,0,,10.31094553,0
2012M10,IDN,31662509125,31662.50913,10.36288858,0.916667483,-0.087010487,,,"31,662,509,125",0,,31662.50913,0,,10.36288858,0
2012M11,IDN,31277698249,31277.69825,10.35066061,0.905526748,-0.099238463,,,"31,277,698,248",-1,,31277.69825,0,,10.35066061,0
2012M12,IDN,31339189036,31339.18904,10.35262464,0.90730698,-0.09727443,,,"31,339,189,036",0,,31339.18904,0,,10.35262464,0
2013M01,IDN,31421144158,31421.14416,10.35523633,0.909679679,-0.094662743,,,"31,421,144,158",0,,31421.14416,0,,10.35523633,0
2013M02,IDN,31429906265,31429.90627,10.35551515,0.909933352,-0.094383922,,,"31,429,906,265",0,,31429.90627,0,,10.35551515,0
2013M03,IDN,31158013330,31158.01333,10.34682674,0.902061727,-0.103072328,,,"31,158,013,330",0,,31158.01333,0,,10.34682674,0
2013M04,IDN,31524742905,31524.74291,10.35852801,0.912678986,-0.091371064,,,"31,524,742,905",0,,31524.74291,0,,10.35852801,0
2013M05,IDN,31429961801,31429.9618,10.35551691,0.90993496,-0.094382155,,,"31,429,961,801",0,,31429.9618,0,,10.35551691,0
2013M06,IDN,30786434692,30786.43469,10.33482944,0.891304081,-0.115069629,,,"30,786,434,692",0,,30786.43469,0,,10.33482944,0
2013M07,IDN,31123684085,31123.68408,10.34572435,0.901067854,-0.104174715,,,"31,123,684,085",0,,31123.68408,0,,10.34572435,0
2013M08,IDN,31226068720,31226.06872,10.34900856,0.904032011,-0.100890508,,,"31,226,068,720",0,,31226.06872,0,,10.34900856,0
2013M09,IDN,31848164985,31848.16498,10.36873505,0.922042442,-0.081164024,,,"31,848,164,985",0,,31848.16498,0,,10.36873505,0
2013M10,IDN,31633914480,31633.91448,10.36198507,0.915839634,-0.087914002,,,"31,633,914,480",0,,31633.91448,0,,10.36198507,0
2013M11,IDN,31847406077,31847.40608,10.36871122,0.922020471,-0.081187853,,,"31,847,406,077",0,,31847.40608,0,,10.36871122,0
2013M12,IDN,32164111485,32164.11148,10.37860656,0.93118947,-0.07129251,,,"32,164,111,485",0,,32164.11148,0,,10.37860656,0
2014M01,IDN,32370887751,32370.88775,10.38501477,0.937175891,-0.064884298,,,"32,370,887,750.94",0,,32370.88775,0,,10.38501477,0
2014M02,IDN,32539324199,32539.3242,10.39020461,0.942052327,-0.059694457,,,"32,539,324,198.71",0,,32539.3242,0,,10.39020461,0
2014M03,IDN,32274822227,32274.82223,10.38204271,0.934394679,-0.067856361,,,"32,274,822,226.83",0,,32274.82223,0,,10.38204271,0
2014M04,IDN,32370508334,32370.50833,10.38500305,0.937164906,-0.064896019,,,"32,370,508,334.25",0,,32370.50833,0,,10.38500305,0
2014M05,IDN,32629809144,32629.80914,10.39298154,0.944671974,-0.056917529,,,"32,629,809,143.71",0,,32629.80914,0,,10.39298154,0
2014M06,IDN,32854269192,32854.26919,10.39983698,0.951170361,-0.050062094,,,"32,854,269,191.81",0,,32854.26919,0,,10.39983698,0
2014M07,IDN,31709491346,31709.49135,10.36437133,0.918027674,-0.085527742,,,"31,709,491,345.62",0,,31709.49135,0,,10.36437133,0
2014M08,IDN,32954887371,32954.88737,10.40289486,0.954083378,-0.047004213,,,"32,954,887,371.01",0,,32954.88737,0,,10.40289486,0
2014M09,IDN,34855812764,34855.81276,10.4589752,1.00911744,0.009076127,,,"34,855,812,764.22",0,,34855.81276,0,,10.4589752,0
2014M10,IDN,33384148728,33384.14873,10.41583648,0.966511007,-0.034062592,,,"33,384,148,728.44",0,,33384.14873,0,,10.41583648,0
2014M11,IDN,33365922412,33365.92241,10.41529037,0.965983333,-0.034608698,,,"33,365,922,411.64",0,,33365.92241,0,,10.41529037,0
2014M12,IDN,34308717552,34308.71755,10.44315476,0.993278379,-0.006744312,,,"34,308,717,551.62",0,,34308.71755,0,,10.44315476,0
2015M01,IDN,34074773137,34074.77314,10.4363126,0.986505409,-0.01358647,,,"34,074,773,137",0,,34074.77314,0,,10.4363126,0
2015M02,IDN,33275666119,33275.66612,10.41258166,0.963370306,-0.037317407,,,"33,275,666,119",0,,33275.66612,0,,10.41258166,0
2015M03,IDN,34610755511,34610.75551,10.45191977,1.002022739,0.002020696,,,"34,610,755,511",0,,34610.75551,0,,10.45191977,0
2015M04,IDN,35046381587,35046.38159,10.46442765,1.014634635,0.014528582,,,"35,046,381,587",0,,35046.38159,0,,10.46442765,0
2015M05,IDN,33365324597,33365.3246,10.41527245,0.965966026,-0.034626615,,,"33,365,324,597",0,,33365.3246,0,,10.41527245,0
2015M06,IDN,34675217767,34675.21777,10.45378053,1.003888999,0.003881456,,,"34,675,217,767",0,,34675.21777,0,,10.45378053,0
2015M07,IDN,33227222719,33227.22272,10.41112478,0.961967812,-0.038774289,,,"33,227,222,719",0,,33227.22272,0,,10.41112478,0
2015M08,IDN,34608280207,34608.28021,10.45184824,1.001951077,0.001949176,,,"34,608,280,207",0,,34608.28021,0,,10.45184824,0
2015M09,IDN,35525970529,35525.97053,10.47801927,1.028519308,0.028120203,,,"35,525,970,529",0,,35525.97053,0,,10.47801927,0
2015M10,IDN,35582001743,35582.00174,10.47959522,1.030141479,0.029696151,,,"35,582,001,743",0,,35582.00174,0,,10.47959522,0
2015M11,IDN,35577847097,35577.8471,10.47947845,1.030021197,0.029579381,,,"35,577,847,097",0,,35577.8471,0,,10.47947845,0
2015M12,IDN,34921218494,34921.21849,10.4608499,1.011011014,0.010950834,,,"34,921,218,494",0,,34921.21849,0,,10.4608499,0
2016M01,IDN,34939496568,34939.49657,10.46137318,1.011540186,0.011474106,,,"34,939,496,568",0,,34939.49657,0,,10.46137318,0
2016M02,IDN,35757194625,35757.19462,10.48450678,1.035213522,0.034607707,,,"35,757,194,625",0,,35757.19462,0,,10.48450678,0
2016M03,IDN,35381584970,35381.58497,10.47394677,1.024339174,0.024047696,,,"35,381,584,970",0,,35381.58497,0,,10.47394677,0
2016M04,IDN,35003976137,35003.97614,10.46321694,1.013406947,0.013317869,,,"35,003,976,137",0,,35003.97614,0,,10.46321694,0
2016M05,IDN,35609659824,35609.65982,10.48037222,1.030942213,0.030473154,,,"35,609,659,824",0,,35609.65982,0,,10.48037222,0
