GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1034007513,20220315,202203,2022,2022.2055,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,040,040,04,1,1.0,12,1,12,-0.48701298701299,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20220315,https://www.breitbart.com/politics/2022/03/14/manila-summons-chinese-envoy-illegal-sulu-sea-intrusion/
1034007514,20220315,202203,2022,2022.2055,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,0,070,070,07,2,7.0,6,1,6,-0.48701298701299,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20220315,https://www.breitbart.com/politics/2022/03/14/manila-summons-chinese-envoy-illegal-sulu-sea-intrusion/
1034007515,20220315,202203,2022,2022.2055,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,084,084,08,2,7.0,8,1,8,-0.48701298701299,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20220315,https://www.breitbart.com/politics/2022/03/14/manila-summons-chinese-envoy-illegal-sulu-sea-intrusion/
1040039785,20220419,202204,2022,2022.2986,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,030,030,03,1,4.0,6,1,6,4.45783132530121,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20220419,https://mb.com.ph/2022/04/19/ph-envoy-to-china-sta-romana-passes-away-ph-china-mourn-great-loss/
647622816,20170418,201704,2017,2017.2959,VNMGOV,VIETNAMESE,VNM,,,,,GOV,,,CHNGOV,YANG JIECHI,CHN,,,,,GOV,,,1,040,040,04,1,1.0,6,1,6,2.06044150297682,4,"Hanoi, Ha N?i, Vietnam, Republic Of",VM,VM44,21.0333,105.85,-3714993,4,"Hanoi, Ha N?i, Vietnam, Republic Of",VM,VM44,21.0333,105.85,-3714993,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20170418,http://www.chinadaily.com.cn/china/2017-04/18/content_28972152.htm
630681435,20170223,201702,2017,2017.1452,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,043,043,04,1,2.8,6,1,6,-0.70754716981132,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20170223,http://news.abs-cbn.com/focus/02/23/17/yasay-no-china-plan-to-alter-scarborough-shoal
641669277,20170329,201703,2017,2017.2438,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,122,122,12,3,-4.0,2,1,2,-2.57966616084977,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20170329,http://www.bangkokpost.com/news/world/1223416/duterte-us-failed-to-send-an-armada-to-counter-china
651434866,20170430,201704,2017,2017.3288,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,010,010,01,1,0.0,6,1,6,-3.17700453857791,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20170430,http://www.lasvegasnvblog.com/2017/04/philippines-abruptly-drops-south-china-sea-mentions-from-asean-statement/
765497261,20180612,201806,2018,2018.4438,SGPGOV,SINGAPORE,SGP,,,,,GOV,,,CHNGOV,XI JINPING,CHN,,,,,GOV,,,1,040,040,04,1,1.0,8,1,4,1.84615384615385,1,Singapore,SN,SN,1.366667,103.8,SN,1,Singapore,SN,SN,1.366667,103.8,SN,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20180619,http://www.plenglish.com/index.php?o=rn&id=29828&SEO=south-korea-expects-chinas-constructive-role-in-denuking-peninsula
654902552,20170512,201705,2017,2017.3616,VNMGOV,VIETNAMESE,VNM,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,040,040,04,1,1.0,2,1,2,0.0,1,"Vietnam, Republic Of",VM,VM,16.0,106.0,VM,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20170512,http://www.thebull.com.au/articles/a/67157-asia-news-agenda-friday.html
839435015,20190412,201904,2019,2019.2795,MYSGOV,MALAYSIAN,MYS,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,036,036,03,1,4.0,6,1,6,-1.34730538922156,1,Malaysia,MY,MY,2.5,112.5,MY,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190419,https://www.msn.com/en-sg/news/other/malaysias-mahathir-mohamad-to-meet-chinas-xi-jinping-at-sidelines-of-belt-and-road-summit-as-ties-recover-over-ecrl-project/ar-BBW5i7j
591794065,20161023,201610,2016,2016.8027,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,XI JINPING,CHN,,,,,GOV,,,0,042,042,04,1,1.9,3,1,3,-1.40374331550802,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,1,Japan,JA,JA,36.0,138.0,JA,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20161023,http://alltechnews.org/2016/10/23/philippine-president-says-he-wont-sever-ties-with-us/
845315546,20190515,201905,2019,2019.3699,SGPGOV,SINGAPORE,SGP,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,040,040,04,1,1.0,2,1,2,4.25531914893617,1,Singapore,SN,SN,1.366667,103.8,SN,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190515,http://www.globaltimes.cn/content/1149923.shtml
845319120,20190514,201905,2019,2019.3671,SGPGOV,SINGAPORE,SGP,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,040,040,04,1,1.0,1,1,1,5.15463917525773,1,Singapore,SN,SN,1.366667,103.8,SN,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190515,https://www.straitstimes.com/asia/xi-lauds-spores-multicultural-harmony
657486453,20170520,201705,2017,2017.3836,PHLGOV,FILIPINO,PHL,,,,,GOV,,,CHNGOV,XI JINPING,CHN,,,,,GOV,,,1,138,138,13,3,-7.0,6,1,6,-2.88461538461539,1,Philippines,RP,RP,13.0,122.0,RP,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20170520,https://www.ripplesnigeria.com/war-north-korea-unbelievable-scale-us-military-chief-says/
817084621,20190117,201901,2019,2019.0466,PHLGOV,MANILA,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,0,040,040,04,1,1.0,2,1,2,-2.26659471127901,4,"Manila, Manila, Philippines",RP,RPD9,14.6042,120.982,-2437894,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190117,https://www.mironline.ca/beijing-looks-south-geopolitics-in-the-south-china-sea/
902654406,20200130,202001,2020,2020.0822,IDNGOV,INDONESIAN,IDN,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,0,040,040,04,1,1.0,4,1,4,-2.82728948985864,4,"Tanjung Datu, Sumatera Utara, Indonesia",ID,ID26,2.67917,100.084,370786,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20200130,https://amti.csis.org/gone-fishing-tracking-chinas-flotilla-from-brunei-to-indonesia/
842321105,20190502,201905,2019,2019.3342,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,0,164,164,16,4,-7.0,6,1,6,-1.70731707317073,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190502,https://www.dailymail.co.uk/wires/ap/article-6971017/Recent-developments-surrounding-South-China-Sea.html
28174633,19990624,199906,1999,1999.4767,SGPGOVEDU,SINGAPORE,SGP,,,,,GOV,EDU,,CHNGOV,LI LANQING,CHN,,,,,GOV,,,1,040,040,04,1,1.0,5,1,5,16.3461538461538,1,Singapore,SN,SN,1.3667,103.8,0,0,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,0,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,,20130203,unspecified
233675668,20080425,200804,2008,2008.3151,VNMGOV,NGUYEN TAN DUNG,VNM,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,0,013,013,01,1,0.4,2,1,2,4.91803278688525,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20130205,unspecified
105437559,20101007,201010,2010,2010.7589,VNMGOV,VIETNAMESE,VNM,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,0,046,046,04,1,7.0,2,1,2,3.83386581469649,4,"Hanoi, Ha N?i, Vietnam, Republic Of",VM,VM44,21.0333,105.85,-3714993,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20130203,unspecified
40966760,20020227,200202,2002,2002.1562,VNMGOV,NONG DUC MANH,VNM,,,,,GOV,,,CHNGOV,JIANG ZEMIN,CHN,,,,,GOV,,,1,043,043,04,1,2.8,9,1,9,4.45682451253482,0,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,0,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20130203,unspecified
484123672,20151112,201511,2015,2015.8548,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,XI JINPING,CHN,,,,,GOV,,,1,040,040,04,1,1.0,12,2,12,2.47182901342297,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20151112,http://www.rappler.com/nation/112542-aquino-xi-meeting-apec-seating-arrangement
51456292,20040405,200404,2004,2004.2603,VNMGOV,VIETNAM,VNM,,,,,GOV,,,CHNGOV,TANG JIAXUAN,CHN,,,,,GOV,,,1,040,040,04,1,1.0,13,2,13,12.7300663637255,4,"Hanoi, Ha N?i, Vietnam, Republic Of",VM,VM44,21.0333,105.85,-3714993,0,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20130203,unspecified
843490609,20190507,201905,2019,2019.3479,PHLGOVEDU,PHILIPPINE,PHL,,,,,GOV,EDU,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,046,046,04,1,7.0,1,1,1,2.73224043715847,4,"Manila, Manila, Philippines",RP,RPD9,14.6042,120.982,-2437894,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190507,https://news.mb.com.ph/2019/05/07/deped-says-ph-china-partnering-on-initiatives-to-enhance-education-sector/
585932651,20161005,201610,2016,2016.7534,THAGOV,BANGKOK,THA,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,0,042,042,04,1,1.9,18,2,18,-3.78599345936029,4,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,TH40,13.75,100.517,-3250083,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20161005,http://asianews.network/content/thailand-bows-deportation-request-29656
585727105,20161005,201610,2016,2016.7534,THAGOV,THAI,THA,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,0,030,030,03,1,4.0,4,1,4,-1.48148148148148,4,"Chiang Mai, Chiang Mai, Thailand",TH,TH02,18.7904,98.9847,-3247115,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20161005,http://www.nytimes.com/2016/10/05/world/asia/joshua-wong-thailand-hong-kong.html
832213849,20190320,201903,2019,2019.2192,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,046,046,04,1,7.0,12,2,12,3.00756130308813,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190320,http://www.xinhuanet.com/english/2019-03/20/c_137910336.htm
832714765,20190322,201903,2019,2019.2247,PHLGOV,ALBERT DEL ROSARIO,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,1121,112,11,3,-2.0,2,1,2,-0.72202166064982,4,"Manila, Manila, Philippines",RP,RPD9,14.6042,120.982,-2437894,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190322,https://newsinfo.inquirer.net/1098813/del-rosario-welcomes-dutertes-thoughtful-reply-on-icc-case-vs-xi
784883989,20180906,201809,2018,2018.674,MYSGOV,MALAYSIA,MYS,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,040,040,04,1,1.0,24,2,16,-6.10582979058416,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,3.16667,101.7,-2403010,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20180906,http://www.oann.com/malaysian-pm-says-caning-of-lesbians-counter-to-compassion-of-islam/
869295885,20190830,201908,2019,2019.6575,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,050,050,05,1,3.5,2,1,2,-4.12371134020618,4,"Diaoyutai, Henan, China",CH,CH09,33.8072,111.925,6001729,4,"Diaoyutai, Henan, China",CH,CH09,33.8072,111.925,6001729,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190830,https://uk.reuters.com/article/uk-china-philippines/chinas-xi-sees-bigger-role-for-joint-development-of-offshore-oil-gas-with-philippines-idUKKCN1VK00O
869125498,20190829,201908,2019,2019.6548,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,036,036,03,1,4.0,6,1,6,-0.824742268041231,4,"China Sea, Brunei (general), Brunei",BX,BX00,15.0,115.0,-1337919,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190829,https://www.ibtimes.com/duterte-china-raise-thorny-south-china-sea-dispute-xi-2819519
869125499,20190829,201908,2019,2019.6548,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,040,040,04,1,1.0,6,1,6,-0.824742268041231,4,"China Sea, Brunei (general), Brunei",BX,BX00,15.0,115.0,-1337919,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190829,https://www.ibtimes.com/duterte-china-raise-thorny-south-china-sea-dispute-xi-2819519
869083482,20190829,201908,2019,2019.6548,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,XI JINPING,CHN,,,,,GOV,,,1,057,057,05,1,8.0,6,1,6,0.50632911392405,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190829,https://news.abs-cbn.com/news/08/29/19/duterte-banks-on-diplomatic-capital-in-maritime-talks-with-china
869195737,20190829,201908,2019,2019.6548,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,040,040,04,1,1.0,6,1,6,0.52356020942409,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190829,https://www.rappler.com/newsbreak/inside-track/238878-locsin-breaks-through-great-firewall-china
869320413,20190830,201908,2019,2019.6575,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,0,036,036,03,1,4.0,1,1,1,-1.953125,4,"Borneo, Indonesia (general), Indonesia",ID,ID00,1.0,114.0,-2674017,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190830,https://www.straitstimes.com/asia/asian-insider-aug-29-xis-speech-brexit-blues-asias-safest-cities
869408082,20190830,201908,2019,2019.6575,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,040,040,04,1,1.0,2,1,2,-2.32558139534884,1,East Timor,TT,TT,-8.833333,125.75,TT,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190830,https://www.straitstimes.com/asia/asian-insider-aug-30-duterte-xi-south-china-sea-japans-defence-spending-hk-arrests
869423923,20190830,201908,2019,2019.6575,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,040,040,04,1,1.0,2,1,2,3.89972144846796,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190830,http://www.xinhuanet.com/english/2019-08/30/c_138351758.htm
869534075,20190831,201908,2019,2019.6603,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,040,040,04,1,1.0,6,3,6,3.93985397238488,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190831,http://www.china.org.cn/world/2019-08/31/content_75157733.htm
868791576,20190828,201908,2019,2019.6521,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,036,036,03,1,4.0,6,1,6,-2.11640211640212,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190828,https://www.cnbc.com/2019/08/28/philippines-duterte-in-china-meets-xi-jinping-to-talk-south-china-sea.html
869052621,20190829,201908,2019,2019.6548,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,046,046,04,1,7.0,6,1,6,-0.70588235294118,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190829,https://www.freemalaysiatoday.com/category/world/2019/08/29/south-china-sea-oil-deal-tops-agenda-in-duterte-xi-meeting/
869295884,20190830,201908,2019,2019.6575,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,050,050,05,1,3.5,2,1,2,-4.15800415800416,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190830,https://www.reuters.com/article/us-china-philippines/chinas-xi-sees-bigger-role-for-joint-development-of-offshore-oil-gas-with-philippines-idUSKCN1VK00M
869320412,20190830,201908,2019,2019.6575,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,0,036,036,03,1,4.0,4,1,4,-1.953125,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190830,https://www.straitstimes.com/asia/asian-insider-aug-29-xis-speech-brexit-blues-asias-safest-cities
869408081,20190830,201908,2019,2019.6575,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,040,040,04,1,1.0,28,2,28,1.79651737860281,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190830,https://www.straitstimes.com/asia/asian-insider-aug-30-duterte-xi-south-china-sea-japans-defence-spending-hk-arrests
869772937,20190901,201909,2019,2019.6603,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,046,046,04,1,7.0,3,1,3,1.07816711590296,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20190901,https://www.rappler.com/nation/239071-lorenzana-no-reason-believe-china-will-not-honor-agreements
779627568,20180815,201808,2018,2018.6164,MYSGOV,MALAYSIAN,MYS,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,040,040,04,1,1.0,12,1,12,-0.851065542106616,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,3.16667,101.7,-2403010,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20180815,https://asia.nikkei.com/Politics/Malaysia-in-transition/Mahathir-off-to-China-to-renegotiate-multibillion-dollar-projects
779627569,20180815,201808,2018,2018.6164,MYSGOV,MALAYSIAN,MYS,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,043,043,04,1,2.8,12,1,12,-0.851065542106616,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,3.16667,101.7,-2403010,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20180815,https://asia.nikkei.com/Politics/Malaysia-in-transition/Mahathir-off-to-China-to-renegotiate-multibillion-dollar-projects
779741206,20180816,201808,2018,2018.6192,MYSGOV,MALAYSIA,MYS,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,036,036,03,1,4.0,90,15,90,-2.68984735697835,1,Malaysia,MY,MY,2.5,112.5,MY,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20180816,http://www.dailymail.co.uk/wires/afp/article-6065839/Chinese-MH370-relatives-ask-meet-Malaysia-PM.html
779741207,20180816,201808,2018,2018.6192,MYSGOV,MALAYSIA,MYS,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,044,044,04,1,2.5,90,15,90,-2.68984735697835,1,Malaysia,MY,MY,2.5,112.5,MY,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20180816,http://www.dailymail.co.uk/wires/afp/article-6065839/Chinese-MH370-relatives-ask-meet-Malaysia-PM.html
779968379,20180817,201808,2018,2018.6219,MYSGOV,MALAYSIA,MYS,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,036,036,03,1,4.0,10,2,10,-2.59057700909498,1,Malaysia,MY,MY,2.5,112.5,MY,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20180817,https://www.siasat.com/news/chinese-mh370-relatives-ask-meet-malaysia-pm-1393341/
779968380,20180817,201808,2018,2018.6219,MYSGOV,MALAYSIA,MYS,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,044,044,04,1,2.5,10,2,10,-2.59057700909498,1,Malaysia,MY,MY,2.5,112.5,MY,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20180817,https://www.siasat.com/news/chinese-mh370-relatives-ask-meet-malaysia-pm-1393341/
