GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
190362919,20120411,201204,2012,2012.2767,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,0,040,040,04,1,1.0,2,1,2,3.26086956521739,4,"Manila, Manila, Philippines",RP,RPD9,14.6042,120.982,-2437894,4,"Xisha, Hunan, China",CH,CH11,27.6842,110.212,9173309,4,"Scarborough, New South Wales, Australia",AS,AS02,-34.2667,150.95,-1599629,20130203,unspecified
271160846,20131010,201310,2013,2013.7671,VNMGOV,VIETNAM,VNM,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,0,051,051,05,1,3.4,6,1,6,2.89855072463768,1,"Vietnam, Republic Of",VM,VM,16.0,106.0,VM,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Gloucester, New South Wales, Australia",AS,AS02,-32.0077,151.963,-1575586,20131010,http://www.gloucesteradvocate.com.au/story/1833676/tony-abbott-warns-of-conflict-risk-in-south-china-sea/?cs=12&c=Ytry9JGeZm5TBdxKrJ0KxtYMt0RTuiUe9c-T4LPLcA8&mkt=en-us
19302826,19970403,199704,1997,1997.2548,VNMGOV,DO MUOI,VNM,,,,,GOV,,,CHNGOV,JIANG ZEMIN,CHN,,,,,GOV,,,0,040,040,04,1,1.0,4,1,4,10.7202680067002,4,"Jia Xiang, Hebei, China",CH,CH10,38.2389,117.405,-1912031,4,"Jia Xiang, Hebei, China",CH,CH10,38.2389,117.405,-1912031,4,"Jia Xiang, Hebei, China",CH,CH10,38.2389,117.405,-1912031,20130203,unspecified
420250336,20150326,201503,2015,2015.2356,SGPGOV,SINGAPORE,SGP,,,,,GOV,,,CHNGOV,BEIJING,CHN,,,,,GOV,,,0,036,036,03,1,4.0,1,1,1,-0.34782608695652,1,Singapore,SN,SN,1.3667,103.8,SN,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,1,Russia,RS,RS,60.0,100.0,RS,20150326,"CCTV-1, Beijing/BBC Monitoring/(c) BBC"
302072342,20140620,201406,2014,2014.4658,VNMGOV,VIETNAM,VNM,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,040,040,04,1,1.0,2,1,2,2.41691842900302,1,"Vietnam, Republic Of",VM,VM,16.0,106.0,VM,4,"Guangdong, Jilin, China",CH,CH05,42.7683,129.336,10884162,4,"Guangdong, Jilin, China",CH,CH05,42.7683,129.336,10884162,20140620,http://www.chinatopix.com/articles/3297/20140620/second-chinese-oil-rig-inches-closer-vietnam.htm
180379831,20061009,200610,2006,2006.7644,VNMGOV,PHAM GIA KHIEM,VNM,,,,,GOV,,,CHNGOV,HO HAU WAH,CHN,,,,,GOV,,,1,050,050,05,1,3.5,2,1,1,17.0418006430868,4,"Hanoi, Ha N?i, Vietnam, Republic Of",VM,VM44,21.0333,105.85,-3714993,4,"Hanoi, Ha N?i, Vietnam, Republic Of",VM,VM44,21.0333,105.85,-3714993,4,"Macao, Macau (general), Macau",MC,MC00,22.2006,113.546,-1204094,20130203,unspecified
552861882,20160622,201606,2016,2016.4712,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,046,046,04,1,7.0,1,1,1,-0.39745627980922,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,20160622,http://malaya.com.ph/business-news/opinion/potential-crisis-awaits-president-duterte
542661058,20160521,201605,2016,2016.3863,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,040,040,04,1,1.0,2,1,2,-5.21042084168336,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,20160521,http://ecommerce-journal.com/2016/05/philippines-president-elect-vows-to-reimpose-death-penalty/
542661057,20160521,201605,2016,2016.3863,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,013,013,01,1,0.4,2,1,2,-5.21042084168336,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,20160521,http://ecommerce-journal.com/2016/05/philippines-president-elect-vows-to-reimpose-death-penalty/
577808054,20160910,201609,2016,2016.6849,VNMGOV,NGUYEN XUAN PHUC,VNM,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,0,040,040,04,1,1.0,1,1,1,5.49882168106834,1,Cambodia,CB,CB,13.0,105.0,CB,1,Cambodia,CB,CB,13.0,105.0,CB,1,Cambodia,CB,CB,13.0,105.0,CB,20160910,http://news.xinhuanet.com/english/2016-09/10/c_135678280.htm
577812380,20160910,201609,2016,2016.6849,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,164,164,16,4,-7.0,2,1,2,0.55555555555556,1,China,CH,CH,35.0,105.0,CH,1,China,CH,CH,35.0,105.0,CH,4,"Vientiane, (LA11), Laos",LA,LA11,17.9667,102.6,-2669740,20160910,http://blog.chinadaily.com.cn/thread-1869260-1-1.html
542858888,20160522,201605,2016,2016.389,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,050,050,05,1,3.5,3,1,3,-6.2,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,20160522,http://iusbpreface.com/2016/05/22/philippine-president-elect-meets-chinese-ambassador-vowing-217517/
562711725,20160723,201607,2016,2016.5562,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,046,046,04,1,7.0,2,1,2,-0.21645021645022,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,1,Mongolia,MG,MG,46.0,105.0,MG,20160723,http://nanonews.org/philippines-to-urge-china-to-respect-pca-ruling-at-asem/
564638301,20160729,201607,2016,2016.5726,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,046,046,04,1,7.0,2,1,2,1.69204737732657,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,20160729,http://the-japan-news.com/news/article/0003113071
541833713,20160519,201605,2016,2016.3808,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,050,050,05,1,3.5,3,1,3,-3.4351145038168,1,Japan,JA,JA,36.0,138.0,JA,1,Japan,JA,JA,36.0,138.0,JA,1,Japan,JA,JA,36.0,138.0,JA,20160519,http://quadrangleonline.com/2016/05/19/philippine-president-elect-meets-chinese-ambassador-vowing/
561042335,20160718,201607,2016,2016.5425,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,046,046,04,1,7.0,2,1,2,-3.42741935483871,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,1,Mongolia,MG,MG,46.0,105.0,MG,20160718,http://nanonews.org/china-may-set-up-air-defence-zone-over-south-china-sea/
600800137,20161120,201611,2016,2016.8767,SGPGOV,LEE HSIEN LOONG,SGP,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,0,040,040,04,1,1.0,2,1,2,0.79396585946804,1,Singapore,SN,SN,1.3667,103.8,SN,4,"Republic Of China, Taiwan (general), Taiwan",TW,TW00,24.0,121.0,-2637939,4,"Republic Of China, Taiwan (general), Taiwan",TW,TW00,24.0,121.0,-2637939,20161120,http://www.asianews.network/content/asian-leaders-talk-business-diplomacy-apec-ann-media-report-29397
594121583,20161030,201610,2016,2016.8219,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,XI JINPING,CHN,,,,,GOV,,,1,040,040,04,1,1.0,138,23,138,-0.763694003208572,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,20161030,http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2016-10-30-AS--Philippines-China-Disputed%20Shoal/id-ee760d09466f462ba28706aa76c5e42d
594169332,20161030,201610,2016,2016.8219,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,XI JINPING,CHN,,,,,GOV,,,1,040,040,04,1,1.0,6,1,6,-0.95389507154213,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,4,"Shanghai, Shanghai, China",CH,CH23,31.2222,121.458,-1924465,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,20161030,http://www.shanghainews.net/index.php/sid/248985481
594121584,20161030,201610,2016,2016.8219,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,XI JINPING,CHN,,,,,GOV,,,1,040,040,04,1,1.0,48,24,48,-0.77161904772247,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,20161030,http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2016-10-30-AS--Philippines-China-Disputed%20Shoal/id-ee760d09466f462ba28706aa76c5e42d
577373516,20160909,201609,2016,2016.6822,SGPGOV,LEE HSIEN LOONG,SGP,,,,,GOV,,,CHNGOV,LI KEQIANG,CHN,,,,,GOV,,,1,040,040,04,1,1.0,2,1,2,4.60992907801419,4,"Vientiane, (LA11), Laos",LA,LA11,17.9667,102.6,-2669740,1,Singapore,SN,SN,1.3667,103.8,SN,4,"Vientiane, (LA11), Laos",LA,LA11,17.9667,102.6,-2669740,20160909,http://www.4-traders.com/news/Ministry-of-Foreign-Affairs-of-People-Republ-Li-Keqiang-Meets-with-Prime-Minister-Lee-Hsien-Loong--23027542/
577373517,20160909,201609,2016,2016.6822,SGPGOV,LEE HSIEN LOONG,SGP,,,,,GOV,,,CHNGOV,LI KEQIANG,CHN,,,,,GOV,,,1,040,040,04,1,1.0,4,1,4,4.60992907801419,1,Singapore,SN,SN,1.3667,103.8,SN,4,"Vientiane, (LA11), Laos",LA,LA11,17.9667,102.6,-2669740,4,"Vientiane, (LA11), Laos",LA,LA11,17.9667,102.6,-2669740,20160909,http://www.4-traders.com/news/Ministry-of-Foreign-Affairs-of-People-Republ-Li-Keqiang-Meets-with-Prime-Minister-Lee-Hsien-Loong--23027542/
577373515,20160909,201609,2016,2016.6822,SGPGOV,LEE HSIEN LOONG,SGP,,,,,GOV,,,CHNGOV,LI KEQIANG,CHN,,,,,GOV,,,1,040,040,04,1,1.0,4,1,4,4.60992907801419,4,"Vientiane, (LA11), Laos",LA,LA11,17.9667,102.6,-2669740,4,"Vientiane, (LA11), Laos",LA,LA11,17.9667,102.6,-2669740,4,"Vientiane, (LA11), Laos",LA,LA11,17.9667,102.6,-2669740,20160909,http://www.4-traders.com/news/Ministry-of-Foreign-Affairs-of-People-Republ-Li-Keqiang-Meets-with-Prime-Minister-Lee-Hsien-Loong--23027542/
600700716,20161119,201611,2016,2016.874,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,036,036,03,1,4.0,6,1,6,3.94736842105263,5,"Zambales, Zambales, Philippines",RP,RP64,15.3333,120.167,-2460318,5,"Zambales, Zambales, Philippines",RP,RP64,15.3333,120.167,-2460318,5,"Zambales, Zambales, Philippines",RP,RP64,15.3333,120.167,-2460318,20161119,http://news.abs-cbn.com/news/11/19/16/duterte-invites-chinese-president-to-visit-ph
600675516,20161119,201611,2016,2016.874,SGPGOV,LEE HSIEN LOONG,SGP,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,040,040,04,1,1.0,2,1,2,1.18811881188119,1,Singapore,SN,SN,1.3667,103.8,SN,4,"Republic Of China, Taiwan (general), Taiwan",TW,TW00,24.0,121.0,-2637939,4,"Republic Of China, Taiwan (general), Taiwan",TW,TW00,24.0,121.0,-2637939,20161119,http://www.chinapost.com.tw/taiwan/intl-community/2016/11/20/484469/Taiwans-APEC.htm
576994156,20160908,201609,2016,2016.6795,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,LI KEQIANG,CHN,,,,,GOV,,,1,020,020,02,1,3.0,4,1,4,-3.33333333333333,1,Laos,LA,LA,18.0,105.0,LA,1,Laos,LA,LA,18.0,105.0,LA,1,Laos,LA,LA,18.0,105.0,LA,20160908,http://180dfo.com/2016/09/philippines-releases-surveillance-photos-of-chinese-ships-in-disputed-sea-as-asia-summit-convenes/
588131389,20161012,201610,2016,2016.7726,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,XI JINPING,CHN,,,,,GOV,,,1,042,042,04,1,1.9,6,1,6,-1.24610591900312,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,20161012,http://gulfnews.com/news/asia/philippines/duterte-to-visit-china-from-october-18-to-21-1.1911232
596311261,20161106,201611,2016,2016.8384,MYSGOV,MALAYSIAN,MYS,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,042,042,04,1,1.9,6,1,6,0.709219858156028,4,"Pahang, Pahang, Malaysia",MY,MY06,3.5321,103.462,-2402927,4,"Pahang, Pahang, Malaysia",MY,MY06,3.5321,103.462,-2402927,4,"Pahang, Pahang, Malaysia",MY,MY06,3.5321,103.462,-2402927,20161106,https://www.afropages.fr/News-Ghana/getting-familiar-with-najib-razak-the-malaysian-pm
560077799,20160715,201607,2016,2016.5342,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,046,046,04,1,7.0,2,1,2,-1.11358574610245,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,1,Mongolia,MG,MG,46.0,105.0,MG,20160715,http://borneobulletin.com.bn/philippines-urges-beijing-to-respect-sea-ruling/
562444827,20160722,201607,2016,2016.5534,MYSGOVMED,MALAYSIA,MYS,,,,,GOV,MED,,CHNGOVMED,CHINA,CHN,,,,,GOV,MED,,1,043,043,04,1,2.8,5,1,5,-1.50214592274678,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,3.16667,101.7,-2403010,1,China,CH,CH,35.0,105.0,CH,1,Australia,AS,AS,-27.0,133.0,AS,20160722,http://www.toledoblade.com/World/2016/07/22/Search-for-Flight-370-will-be-suspended-possibly-forever.html
545430844,20160530,201605,2016,2016.411,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,050,050,05,1,3.5,3,1,3,-2.08333333333334,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,4,"Davao City, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,20160530,http://billsinsider.com/2016/05/30/175713-philippine-president-elect-meets-chinese-ambassador-vowing/
545430845,20160530,201605,2016,2016.411,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,050,050,05,1,3.5,1,1,1,-2.08333333333334,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,20160530,http://billsinsider.com/2016/05/30/175713-philippine-president-elect-meets-chinese-ambassador-vowing/
545430843,20160530,201605,2016,2016.411,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,050,050,05,1,3.5,1,1,1,-2.08333333333334,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,4,"Davao City, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao City, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,20160530,http://billsinsider.com/2016/05/30/175713-philippine-president-elect-meets-chinese-ambassador-vowing/
542235131,20160520,201605,2016,2016.3836,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,050,050,05,1,3.5,2,1,2,-4.55486542443064,1,Netherlands,NL,NL,52.5,5.75,NL,1,Netherlands,NL,NL,52.5,5.75,NL,1,Netherlands,NL,NL,52.5,5.75,NL,20160520,http://la-kabylie.com/2016/05/20/philippine-president-elect-meets-chinese-ambassador-vowing/
542202646,20160520,201605,2016,2016.3836,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,050,050,05,1,3.5,6,2,6,-5.94079904884899,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,4,"Davao, Davao City, Philippines",RP,RPC3,7.07306,125.613,-2424066,20160520,http://solonews.net/376320/news/philippine-president-elect-meets-chinese-ambassador-vowing.html
555761250,20160701,201607,2016,2016.4959,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,052,052,05,1,3.5,2,1,2,0.50761421319797,4,"Deng Jun, Sichuan, China",CH,CH32,33.773,103.254,10406016,4,"Deng Jun, Sichuan, China",CH,CH32,33.773,103.254,10406016,4,"Deng Jun, Sichuan, China",CH,CH32,33.773,103.254,10406016,20160701,http://www.chinadaily.com.cn/world/2016-07/01/content_25933469.htm
603175436,20161128,201611,2016,2016.8986,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,080,080,08,2,5.0,28,26,28,-5.63738658242872,1,China,CH,CH,35.0,105.0,CH,1,China,CH,CH,35.0,105.0,CH,4,"Scarborough Shoal, Philippines (general), Philippines",RP,RP00,15.1333,117.767,-2452628,20161128,http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2016-11-28-AS--Philippines-Missing%20Fishermen/id-55eb203fb16c40228e7ad075bb4791ba
625993962,20170210,201702,2017,2017.1096,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOVBUS,CITIC GROUP,CHN,,,,,GOV,BUS,,0,040,040,04,1,1.0,2,1,2,-0.24813895781638,4,"Malacanang, Antique, Philippines",RP,RP06,11.4031,122.055,-2436258,4,"Wang Jun, Hebei, China",CH,CH10,37.4467,115.796,-1929911,4,"Wang Jun, Hebei, China",CH,CH10,37.4467,115.796,-1929911,20170210,http://interaksyon.com/business/136982/cocktales--mainland-china-to-reclaim-new-island-in-manila-bay-with-phs-open-arms
581992203,20160923,201609,2016,2016.7205,PHLGOV,PHILLIPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,042,042,04,1,1.9,2,1,2,-0.62893081761006,4,"Lu Kang, Anhui, China",CH,CH01,31.2728,118.337,-1916844,4,"Zhang Peng, Gansu, China",CH,CH15,35.4852,105.759,10651103,4,"Zhang Peng, Gansu, China",CH,CH15,35.4852,105.759,10651103,20160923,http://english.cri.cn/12394/2016/09/23/3441s941055.htm
582054539,20160923,201609,2016,2016.7205,VNMGOV,NGUYEN XUAN PHUC,VNM,,,,,GOV,,,CHNGOV,ZHANG DEJIANG,CHN,,,,,GOV,,,0,040,040,04,1,1.0,1,1,1,3.0938123752495,4,"Thong Nhat, Phú, Vietnam, Republic Of",VM,VM83,21.2829,105.19,11319747,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Thong Nhat, Phú, Vietnam, Republic Of",VM,VM83,21.2829,105.19,11319747,20160923,http://vietnam.vnanet.vn/english/vietnam-china-promote-cooperation-in-economics-and-trade/261334.html
570556509,20160818,201608,2016,2016.6247,IDNGOV,INDONESIA,IDN,,,,,GOV,,,CHNGOV,SHANGHAI,CHN,,,,,GOV,,,1,017,017,01,1,0.0,6,1,6,2.34192037470726,4,"Pancasila, Riau, Indonesia",ID,ID37,0.0232,101.201,10125131,4,"Pancasila, Riau, Indonesia",ID,ID37,0.0232,101.201,10125131,4,"Pancasila, Riau, Indonesia",ID,ID37,0.0232,101.201,10125131,20160818,http://www.globaltimes.cn/content/1001270.shtml
559673911,20160714,201607,2016,2016.5315,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,046,046,04,1,7.0,2,1,2,-1.07296137339056,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,1,China,CH,CH,35.0,105.0,CH,1,Mongolia,MG,MG,46.0,105.0,MG,20160714,http://globalnation.inquirer.net/141129/ph-urges-china-to-respect-sea-ruling
559656099,20160714,201607,2016,2016.5315,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,046,046,04,1,7.0,57,21,57,-0.88018800232051,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,1,Mongolia,MG,MG,46.0,105.0,MG,20160714,http://www.freemalaysiatoday.com/category/world/2016/07/14/philippines-urges-beijing-to-respect-sea-ruling/
559708896,20160714,201607,2016,2016.5315,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,046,046,04,1,7.0,6,1,6,-1.3840830449827,4,"South China Sea, Brunei (general), Brunei",BX,BX00,15.0,115.0,-1337919,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,1,Mongolia,MG,MG,46.0,105.0,MG,20160714,http://www.maltatoday.com.mt/news/world/67529/philippines_to_discuss_south_china_sea_in_asiaeurope_summit
633869575,20170306,201703,2017,2017.1808,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,051,051,05,1,3.4,2,1,2,-3.10734463276836,1,Cambodia,CB,CB,13.0,105.0,CB,1,Cambodia,CB,CB,13.0,105.0,CB,1,Cambodia,CB,CB,13.0,105.0,CB,20170306,https://international.thenewslens.com/article/62924
633900967,20170306,201703,2017,2017.1808,MYSGOV,MALAYSIAN,MYS,,,,,GOV,,,CHNGOV,BEIJING,CHN,,,,,GOV,,,0,010,010,01,1,0.0,6,1,6,-4.48343079922028,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,3.16667,101.7,-2403010,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,1,North Korea,KN,KN,40.0,127.0,KN,20170306,http://www.msn.com/en-sg/news/other/malaysia-expels-north-korean-ambassador/ar-AAnPNvb
570274432,20160816,201608,2016,2016.6192,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,046,046,04,1,7.0,6,1,6,-8.83190883190883,4,"Lima, Lima, Peru",PE,PE15,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,-12.05,-77.05,-352647,20160817,http://www.gulf-times.com/story/507583/Duterte-willing-to-face-probe-into-drug-killings
627911972,20170215,201702,2017,2017.1233,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOVBUS,CITIC GROUP,CHN,,,,,GOV,BUS,,0,040,040,04,1,1.0,2,1,2,-0.24813895781638,4,"Malacanang, Antique, Philippines",RP,RP06,11.4031,122.055,-2436258,4,"Wang Jun, Hebei, China",CH,CH10,37.4467,115.796,-1929911,4,"Wang Jun, Hebei, China",CH,CH10,37.4467,115.796,-1929911,20170215,http://www.interaksyon.com/business/136982/cocktales--mainland-china-to-reclaim-new-island-in-manila-bay-with-phs-open-arms
608805684,20161215,201612,2016,2016.9452,PHLGOV,PHILIPPINE,PHL,,,,,GOV,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,050,050,05,1,3.5,2,1,2,0.14025245441795,1,India,IN,IN,20.0,77.0,IN,1,India,IN,IN,20.0,77.0,IN,1,India,IN,IN,20.0,77.0,IN,20161215,http://www.deccanchronicle.com/opinion/columnists/161216/periscope-red-alert-chinese-ships-in-our-backyard.html
575966675,20160905,201609,2016,2016.6712,SGPGOV,SINGAPORE,SGP,,,,,GOV,,,CHNGOV,XI JINPING,CHN,,,,,GOV,,,1,040,040,04,1,1.0,2,1,2,3.10492505353319,1,Singapore,SN,SN,1.3667,103.8,SN,1,Brazil,BR,BR,-10.0,-55.0,BR,1,Brazil,BR,BR,-10.0,-55.0,BR,20160905,As listed in Mandarin Chinese/BBC Monitoring/(c) BBC
595290320,20161103,201611,2016,2016.8301,MYSGOV,MALAYSIAN,MYS,,,,,GOV,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,1,040,040,04,1,1.0,3,1,3,2.88957688338494,4,"Kuantan, Pahang, Malaysia",MY,MY06,3.8077,103.326,-2402944,4,"Xiamen, Fujian, China",CH,CH07,24.4798,118.082,-1931546,4,"Kuantan, Pahang, Malaysia",MY,MY06,3.8077,103.326,-2402944,20161103,http://china.org.cn/opinion/2016-11/03/content_39626397.htm
