month,partner,exports,,raw,check (col. c - col. e)
2011M10,THA,2254.24,,"2,254.24",0
2011M11,THA,1794.53,,"1,794.53",0
2011M12,THA,2018.16,,"2,018.16",0
2012M01,THA,1808.43,,"1,808.43",0
2012M02,THA,2200.2,,"2,200.20",0
2012M03,THA,2357.75,,"2,357.75",0
2012M04,THA,2157.44,,"2,157.44",0
2012M05,THA,2517.12,,"2,517.12",0
2012M06,THA,2249.01,,"2,249.01",0
2012M07,THA,2195.15,,"2,195.15",0
2012M08,THA,2334.78,,"2,334.78",0
2012M09,THA,2148.49,,"2,148.49",0
2012M10,THA,2116.15,,"2,116.15",0
2012M11,THA,2380.44,,"2,380.44",0
2012M12,THA,2237.33,,"2,237.33",0
2013M01,THA,2217.77,,"2,217.77",0
2013M02,THA,2213.29,,"2,213.29",0
2013M03,THA,2406.6,,"2,406.60",0
2013M04,THA,2041.91,,"2,041.91",0
2013M05,THA,2065.04,,"2,065.04",0
2013M06,THA,1821.89,,"1,821.89",0
2013M07,THA,2071.83,,"2,071.83",0
2013M08,THA,2340.52,,"2,340.52",0
2013M09,THA,2132.54,,"2,132.54",0
2013M10,THA,2420.48,,"2,420.48",0
2013M11,THA,2539.46,,"2,539.46",0
2013M12,THA,2534.45,,"2,534.45",0
2014M01,THA,2134.72,,"2,134.72",0
2014M02,THA,2214.14,,"2,214.14",0
2014M03,THA,2119.45,,"2,119.45",0
2014M04,THA,1832.64,,"1,832.64",0
2014M05,THA,2000.32,,"2,000.32",0
2014M06,THA,1946.15,,"1,946.15",0
2014M07,THA,2076.18,,"2,076.18",0
2014M08,THA,2038.73,,"2,038.73",0
2014M09,THA,2084.85,,"2,084.85",0
2014M10,THA,2208.57,,"2,208.57",0
2014M11,THA,2072.13,,"2,072.13",0
2014M12,THA,2097.39,,"2,097.39",0
2015M01,THA,1745.19,,"1,745.19",0
2015M02,THA,1871.14,,"1,871.14",0
2015M03,THA,1935.71,,"1,935.71",0
2015M04,THA,1865.33,,"1,865.33",0
2015M05,THA,2010.72,,"2,010.72",0
2015M06,THA,1915.84,,"1,915.84",0
2015M07,THA,1984.42,,"1,984.42",0
2015M08,THA,1994.54,,"1,994.54",0
2015M09,THA,2044.3,,"2,044.30",0
2015M10,THA,2150.86,,"2,150.86",0
2015M11,THA,1949.27,,"1,949.27",0
2015M12,THA,1888.95,,"1,888.95",0
2016M01,THA,1631.8,,"1,631.80",0
2016M02,THA,1766.58,,"1,766.58",0
2016M03,THA,1855.69,,"1,855.69",0
2016M04,THA,1745.51,,"1,745.51",0
2016M05,THA,1794.28,,"1,794.28",0
2016M06,THA,1714.62,,"1,714.62",0
2016M07,THA,1775.04,,"1,775.04",0
2016M08,THA,2141.98,,"2,141.98",0
2016M09,THA,2221.2,,"2,221.20",0
2016M10,THA,2182.33,,"2,182.33",0
2016M11,THA,2392.04,,"2,392.04",0
2016M12,THA,2404.2,,"2,404.20",0
2017M01,THA,2165.71,,"2,165.71",0
2017M02,THA,2285.5,,"2,285.50",0
2017M03,THA,2733.52,,"2,733.52",0
2017M04,THA,2130.17,,"2,130.17",0
2017M05,THA,2336.55,,"2,336.55",0
2017M06,THA,2241.83,,"2,241.83",0
2017M07,THA,2300.2,,"2,300.20",0
2017M08,THA,2695.09,,"2,695.09",0
2017M09,THA,2522.27,,"2,522.27",0
2017M10,THA,2562.01,,"2,562.01",0
2017M11,THA,2843.42,,"2,843.42",0
2017M12,THA,2631.16,,"2,631.16",0
2018M01,THA,2466.55,,"2,466.55",0
2018M02,THA,2373.71,,"2,373.71",0
2018M03,THA,2678.3,,"2,678.30",0
2018M04,THA,2552.94,,"2,552.94",0
2018M05,THA,2638.5,,"2,638.50",0
2018M06,THA,2445.28,,"2,445.28",0
2018M07,THA,2321.54,,"2,321.54",0
2018M08,THA,2763.41,,"2,763.41",0
2018M09,THA,2221.06,,"2,221.06",0
2018M10,THA,2627.78,,"2,627.78",0
2018M11,THA,2543.19,,"2,543.19",0
2018M12,THA,2439.3,,"2,439.30",0
2019M01,THA,2041.48,,"2,041.48",0
2019M02,THA,2300.68,,"2,300.68",0
2019M03,THA,2352.35,,"2,352.35",0
2019M04,THA,2413.79,,"2,413.79",0
2019M05,THA,2506.49,,"2,506.49",0
2019M06,THA,2153.56,,"2,153.56",0
2019M07,THA,2535.16,,"2,535.16",0
2019M08,THA,2662.04,,"2,662.04",0
2019M09,THA,2351.55,,"2,351.55",0
2019M10,THA,2549.59,,"2,549.59",0
2019M11,THA,2627.13,,"2,627.13",0
2019M12,THA,2589.66,,"2,589.66",0
2008M01,VNM,378.42,,378.42,0
2008M02,VNM,260.52,,260.52,0
2008M03,VNM,376.43,,376.43,0
2008M04,VNM,400.65,,400.65,0
2008M05,VNM,447.85,,447.85,0
2008M06,VNM,475.59,,475.59,0
2008M07,VNM,509.96,,509.96,0
2008M08,VNM,471.55,,471.55,0
2008M09,VNM,413.69,,413.69,0
2008M10,VNM,400.79,,400.79,0
2008M11,VNM,339.17,,339.17,0
2008M12,VNM,375.48,,375.48,0
2009M01,VNM,310.37,,310.37,0
2009M02,VNM,415.46,,415.46,0
2009M03,VNM,439.61,,439.61,0
2009M04,VNM,355.79,,355.79,0
2009M05,VNM,373.35,,373.35,0
2009M06,VNM,409.35,,409.35,0
2009M07,VNM,413.25,,413.25,0
2009M08,VNM,401.91,,401.91,0
2009M09,VNM,406.2,,406.2,0
2009M10,VNM,452.22,,452.22,0
2009M11,VNM,430.07,,430.07,0
2009M12,VNM,501.41,,501.41,0
2010M01,VNM,473.36,,473.36,0
2010M02,VNM,351.53,,351.53,0
2010M03,VNM,536.62,,536.62,0
2010M04,VNM,530.53,,530.53,0
2010M05,VNM,620.13,,620.13,0
2010M06,VNM,629.28,,629.28,0
2010M07,VNM,614.07,,614.07,0
2010M08,VNM,710.04,,710.04,0
2010M09,VNM,644.14,,644.14,0
2010M10,VNM,662.58,,662.58,0
2010M11,VNM,717.38,,717.38,0
2010M12,VNM,819.13,,819.13,0
2011M01,VNM,812.6,,812.6,0
2011M02,VNM,553.91,,553.91,0
2011M03,VNM,867.58,,867.58,0
2011M04,VNM,865.35,,865.35,0
2011M05,VNM,846.18,,846.18,0
2011M06,VNM,993.19,,993.19,0
2011M07,VNM,1092.05,,"1,092.05",0
2011M08,VNM,1093.08,,"1,093.08",0
2011M09,VNM,953.37,,953.37,0
2011M10,VNM,977.07,,977.07,0
2011M11,VNM,1030.28,,"1,030.28",0
2011M12,VNM,1040.35,,"1,040.35",0
2012M01,VNM,799.13,,799.13,0
2012M02,VNM,930.86,,930.86,0
2012M03,VNM,1065.99,,"1,065.99",0
2012M04,VNM,983.45,,983.45,0
2012M05,VNM,1058.64,,"1,058.64",0
2012M06,VNM,1091.5,,"1,091.50",0
2012M07,VNM,1099.29,,"1,099.29",0
2012M08,VNM,1103.73,,"1,103.73",0
2012M09,VNM,998.82,,998.82,0
2012M10,VNM,1092.95,,"1,092.95",0
2012M11,VNM,1090.65,,"1,090.65",0
2012M12,VNM,1073.22,,"1,073.22",0
2013M01,VNM,1191.92,,"1,191.92",0
2013M02,VNM,738.94,,738.94,0
2013M03,VNM,1065.17,,"1,065.17",0
2013M04,VNM,1003.15,,"1,003.15",0
2013M05,VNM,1168.92,,"1,168.92",0
2013M06,VNM,1101.46,,"1,101.46",0
2013M07,VNM,1150.43,,"1,150.43",0
2013M08,VNM,1174.16,,"1,174.16",0
2013M09,VNM,1097.27,,"1,097.27",0
2013M10,VNM,1240.55,,"1,240.55",0
2013M11,VNM,1183.23,,"1,183.23",0
2013M12,VNM,1144.18,,"1,144.18",0
2014M01,VNM,1166.84,,"1,166.84",0
2014M02,VNM,938.17,,938.17,0
2014M03,VNM,1210.26,,"1,210.26",0
2014M04,VNM,1303.49,,"1,303.49",0
2014M05,VNM,1230.02,,"1,230.02",0
2014M06,VNM,1217.98,,"1,217.98",0
2014M07,VNM,1298.72,,"1,298.72",0
2014M08,VNM,1313.48,,"1,313.48",0
2014M09,VNM,1248.7,,"1,248.70",0
2014M10,VNM,1389.94,,"1,389.94",0
2014M11,VNM,1313.73,,"1,313.73",0
2014M12,VNM,1274.3,,"1,274.30",0
2015M01,VNM,1338.7,,"1,338.70",0
2015M02,VNM,943.94,,943.94,0
2015M03,VNM,1328.8,,"1,328.80",0
2015M04,VNM,1343.6,,"1,343.60",0
2015M05,VNM,1366.62,,"1,366.62",0
2015M06,VNM,1427.72,,"1,427.72",0
2015M07,VNM,1451.25,,"1,451.25",0
2015M08,VNM,1475.2,,"1,475.20",0
2015M09,VNM,1431.54,,"1,431.54",0
2015M10,VNM,1501.82,,"1,501.82",0
2015M11,VNM,1477.53,,"1,477.53",0
2015M12,VNM,1480.97,,"1,480.97",0
2016M01,VNM,1498.1,,"1,498.10",0
2016M02,VNM,1132.19,,"1,132.19",0
2016M03,VNM,1722.19,,"1,722.19",0
2016M04,VNM,1675.03,,"1,675.03",0
2016M05,VNM,1701.88,,"1,701.88",0
2016M06,VNM,1783.61,,"1,783.61",0
2016M07,VNM,1837.91,,"1,837.91",0
2016M08,VNM,2038.92,,"2,038.92",0
2016M09,VNM,1993.73,,"1,993.73",0
2016M10,VNM,2044.44,,"2,044.44",0
2016M11,VNM,2199.04,,"2,199.04",0
2016M12,VNM,2323.4,,"2,323.40",0
2017M01,VNM,2083.36,,"2,083.36",0
2017M02,VNM,1957.26,,"1,957.26",0
2017M03,VNM,2629.02,,"2,629.02",0
2017M04,VNM,2736.82,,"2,736.82",0
2017M05,VNM,2853.63,,"2,853.63",0
2017M06,VNM,2885.57,,"2,885.57",0
2017M07,VNM,2928.48,,"2,928.48",0
2017M08,VNM,3344.33,,"3,344.33",0
2017M09,VNM,3322.43,,"3,322.43",0
2017M10,VNM,3551.88,,"3,551.88",0
2017M11,VNM,3547.5,,"3,547.50",0
2017M12,VNM,3554.03,,"3,554.03",0
2018M01,VNM,3707.89,,"3,707.89",0
2018M02,VNM,1981.35,,"1,981.35",0
2018M03,VNM,2618.6,,"2,618.60",0
2018M04,VNM,2754.92,,"2,754.92",0
2018M05,VNM,2792.91,,"2,792.91",0
2018M06,VNM,2824.26,,"2,824.26",0
2018M07,VNM,3368.33,,"3,368.33",0
2018M08,VNM,4384.78,,"4,384.78",0
2018M09,VNM,4452.2,,"4,452.20",0
2018M10,VNM,4628.14,,"4,628.14",0
2018M11,VNM,4195.63,,"4,195.63",0
2018M12,VNM,3701.13,,"3,701.13",0
2019M01,VNM,2792.36,,"2,792.36",0
2019M02,VNM,1887.76,,"1,887.76",0
2019M03,VNM,2861.71,,"2,861.71",0
2019M04,VNM,2856.08,,"2,856.08",0
2019M05,VNM,3147.48,,"3,147.48",0
2019M06,VNM,3086.86,,"3,086.86",0
2019M07,VNM,3191.24,,"3,191.24",0
2019M08,VNM,4090.37,,"4,090.37",0
2019M09,VNM,4341.26,,"4,341.26",0
2019M10,VNM,4757.76,,"4,757.76",0
2019M11,VNM,4190.57,,"4,190.57",0
2019M12,VNM,4259.08,,"4,259.08",0
